0,how does draymond green take his game to the next level? by tuning in to the wnba
1,area woman said 'sorry' 118 times yesterday
0,ryan lochte apologizes for behavior in rio
1,north dakota not heard from in 48 hours
0,4 lessons prison taught me about power and control
1,sick fucks line up to gape at dead body
0,what is america's first muslim fraternity really like?
0,the vicious knot of syria
0,this congressman thinks we can fix the economy by drinking beer
1,breast implants found to cause problems in laboratory mice
0,trump orders strikes on syria in retaliation for chemical attack
1,ceo's funeral a networking dream
0,year-round schooling: how it would help minority students
0,90 zen teachers pledge to change culture that fosters abuse
0,nypd weighs allowing chokeholds following eric garner death
1,sonny bono foundation prevents at-risk youths from skiing into trees
0,pope francis reminds the world that caring for the earth is everyone's responsibility
1,6-year-old cries when told mtm productions kitten dead by now
1,ex-boyfriend just thought he'd check in and throw entire day off
1,doctors restore ken burns' full-color vision after removing massive tumor from filmmaker's visual cortex
0,'gravity' & '12 years a slave' tie at 2014 pga awards
0,for national coming out day
0,john oliver lays out the most disturbing ways in which trump impacts america
0,house gop crackdown continues
1,'i must make sure you have the skills to please my grandson
1,man visiting hometown amazed to find all his childhood insecurities still there
0,look: world cup star attacked by giant bug
1,clinton becomes first president to clear 18 feet in pole vault
1,hunter s. thompson shoots mouth off one last time
0,inhofe's grand climate conspiracy theory: it's all about barbra streisand
0,5 questions i wish younger people would stop asking me
0,albuquerque shooter on the loose; gunman leaves 1 dead
0,what it's like to lose everything in a flood
0,demi lovato drops emotional 'nightingale' music vid
0,miley cyrus and liam hemsworth smooch on nye
1,jealous gps clearly wants man to back over wife
0,'parks and rec' star natalie morales comes out as queer
0,the top italy tours for 2015
0,kaia gerber
1,l.a. grants clippers $12 for new nets
0,james corden roasts david beckham for matching outfits with posh
0,mcdonald's says its packaging will be 100 percent green by 2025
0,kris jenner turned all the way up for drunken valentine's day karaoke
1,whale regrets eating 290
0,texas ebola patient 'fighting for his life'
1,'is it too late to audition?' asks perfect actor for role
1,robert de niro to turn 58 for movie role
0,scott pruitt (sort of) answers whether trump believes in climate change
0,accused father and son urinal thieves flushed out by cops
1,'just take it slow
0,3 libertarians fuel $7 million super pac in philadelphia's mayoral democratic primary
0,air force will no longer require 'so help me god' in enlistment oaths
1,paul newman dies after consuming 51 hard-boiled eggs
1,yak chews thoughtfully
1,man worried about drug dealer who's not picking up phone
1,dad recommends hotel 10 miles away from city you're visiting
0,explosion fells building outside paris
0,the source of donald trump's military expertise finally revealed!
0,union claims sanders campaign staffers posed as members to influence workers
0,seattle mayor's accuser in sex-abuse lawsuit comes forward
1,southern comfort comforts southerner
0,swedish police featured in film shown by fox news say they were selectively edited
0,chromat features not 1
0,councilman calls on baltimore rappers to inspire students
0,10 qualities of your inner spirit
1,chubby jewish boy dreams of one day being next apatow muse
0,the only parenting advice i'd dare to give
1,family chooses different dog than reincarnated grandfather
0,celebrities celebrate fourth of july with some fun in the sun
0,international women's day: will "western women save the world"?
0,michelle phan
0,caitlyn jenner responds to ricky gervais' golden globes jokes
0,joy behar responds to michael flynn guilty plea with pure joy
0,6 things no one tells women about their weight loss journey
1,fan disappointed to learn l. ron hubbard scientologist
1,marriage breaks up over procreative differences
0,ne-yo helps to raise $2.3 million for california engineering school
0,elizabeth warren calls donald trump a 'racist bully'
0,six dead
1,fox news problem solvers in way over their heads
0,kim gordon clarifies her comments on lana del rey and feminism
1,bashar al-assad tries tiny bit of sarin gas on self to see what it's like
0,my niece has cancer and i'm ticked about it
0,supermodel stephanie seymour arrested
0,scoliosis: what you need to know
0,controversy erupts after uk retailer removes gender labels from kids' clothes
1,teacher bitches about paycheck to sixth-grade class
1,area insurance salesman celebrates 14th year of quoting fletch
1,friends always on best behavior around neil labute
1,man vows never to watch another sci-fi movie with physicist friend
1,biologists announce they're all done with rodents
0,megyn kelly on donald trump: 'i have done my level best to not make this story about me'
0,the secret behind a one day project going viral
0,creating leverage where none seems to exist
1,new movie taps into nation's love of rapping kangaroos
1,newspaper starting to worry spending so much time on facebook not healthy for it
0,the lawsuit against black lives matter and the central meaning of the first amendment
1,vatican putting out feelers for how public would react to another children's crusade
0,'the wire' cast reunited in baltimore to uplift community
0,obama's supreme court nominee just bragged about sending this man to prison. now he's free.
0,death of d.c. man in security guard custody ruled a homicide
0,boehner vows to leave successor with clean slate
1,trump makes last-minute push to appeal to whites
0,facing rising seas
1,all of child's fondest memories times when dad trying to make up for things
0,the worst place in the world for a child
0,mom sentenced for encouraging boyfriend's sex assault on baby
0,donald trump's assault on our values
0,the women's march inspired them to run. now they're unseating gop men.
0,was it worth it
0,gop senators aren't ready to accept trump as their champion
0,price-gouging pharma ceo takes over cancer company
1,man failing to heed harsh lessons of past orders sonic bacon cheeseburger toaster
1,ken burns completes documentary about fucking liars who claimed they watched entire 'jazz' series
1,magic-markered initials fail to deter breakroom rice-cake thief
0,'straight outta compton' is a stunning surprise
0,carly rae jepsen just released her new single
1,god humbled to be the answer to 'jeopardy!' clue
1,female barista getting a lot better at avoiding touching male patrons' hands when they pay
0,gunman kills one
1,couple at point where they're comfortable using toilet at same time
0,mountain lion tracked by scientists is found dead near malibu road
0,noah cyrus makes her late-night debut belting out 'make me (cry)'
1,scalia goes on abortion bender after being passed over for chief justice
1,campbell's unveils one big can-sized noodle
1,is area man going to finish those fries?
0,taylor swift used a 'gremlin voice' while writing '1989'
1,restaurant's eating challenge rewards any patron who can consume reasonably portioned meal
1,fun sticker placed on child's ventilator
0,the best way to eat avocados: avocado pasta
1,that one mcdonald's plate from the '70s: holy shit
0,an open letter to progressives: tpp is not yet 'the most progressive trade agreement in history'
1,modern-day lancelot offers to pay for abortion
1,united airlines offering immigrants special flights that circle u.s. awaiting gaps in travel ban
1,sun thinking of just collapsing now and getting this all over with
0,justice thomas' wife calls supreme court retirement report 'bogus'
1,trump retweets video from anti-muslim hate group
1,long-silent facebook friend comes out of woodwork with post asking about insulating windows
1,struggling airline helped by friendly giant
0,7 ways to breakup like a boss
0,sure seems like frankie muniz wants a 'malcolm in the middle' reboot
0,using the united fiasco to flourish in the future
1,unemployed sibling makes last push for group mother's day gift
1,3822 voted america's favorite pin number
0,thank a teacher thursday: dominic casulli and the power of encouragement
0,a toe in the arctic ocean: canada's northwest territories on the looney front
0,'it will never happen to me'
1,mark zuckerberg cited for contempt of congress after refusing to shut the fuck up about how he started company in dorm room
0,rubio supporters get in a scuffle with a 'rubiobot'
0,the music of strangers: a film review by dr. lloyd sederer
1,'dsm-5' updated to accommodate man who is legitimately being ordered to kill by the moon
1,purina debuts new 'slovenly feast' for nasty-ass shelter cats
0,obama chides darrell issa for touting alliance with him in re-election fight
0,pope francis' iraq peace message meets the reality of war
0,'ant-man and the wasp' trailer brings the fun after 'avengers: infinity war'
1,frontier airlines tells customers to just fucking deal with it
0,moses and the red sea
1,everyone forgets to bring swimsuits to coworker's party
0,george takei accused of groping former male model in 1981
1,new york times adds color to target under-70 demographic
0,the hollywood boys' club that supports casey affleck is a total disgrace
0,3 myths about low libido
1,girl scouts rocked by 'cookies for cash' fundraising scandal
1,christian juggler regrets years wasted as secular juggler
0,huffpollster: americans see progress
0,world will miss goal for universal education by 50 years: un
0,jennifer lopez's name is jennifer lopez again
0,how to rebuild your credit after bankruptcy -- fast
0,discover how climate change is rapidly transforming our earth with google timelapse
1,man who does everything at last minute wonders how you do it
1,conrad bain steps down as national kitsch-reference laureate
0,amanda slavin: not just a statistic
0,laurie hernandez and val chmerkovskiy are already our favorite 'dancing with the stars' couple
0,new photos show hurricane matthew's path of destruction in haiti
0,florida lawmakers vote to ban marriage under the age of 17
1,nasa inadvertently launches unmanned space shuttle
0,nick viall is no longer a 'bachelor'
0,why america demonizes its teachers
1,new instant lottery game features three ways to win
1,podcast a cry for help
0,fashion designer peter som's legendary minestrone soup recipe
0,photography series spotlighting iconic women over 70 proves the best is yet to come
1,clairvoyant vince vaughn accepts movie role before it's offered
0,report kenan thompson is leaving 'snl' deemed 'inaccurate'
0,woman hid heroin
0,'don't cry for me'
0,isis and the g-41 world
1,melania trump hangs decayed badger carcass over white house mantel to finish off traditional slovenian christmas decor
1,woman who admits to having watched golden globes thinks jodie foster embarrassed herself
0,sarah huckabee sanders defends trump's sexist attack on kirsten gillibrand
0,saying goodbye to hollywood's hottest
1,bush increasingly focused on how revisionist history will see him
0,11 years later: the human genome paves the way for genomic technonlogy
0,man claiming to be boko haram leader appears in new video
0,how do i live knowing proof of heaven?
0,on pilgrimage in india
0,will religious freedom advocates oppose roy moore?
0,uaw
0,if bernie sanders wanted to solve problems like donald trump
0,there is no right way
1,rest of evening spent declaring asshole not going to ruin evening
0,north carolina doesn't seem to want people to see police camera footage
0,the education department officially won't deal with transgender students experiencing bathroom discrimination
0,why we won't be participating in black friday
1,hooded members of congress drown another love child in potomac to prevent affair from getting out
0,merkel: isis poses major risk to europe
1,alcoholic kindergarten teacher stretches naptime to three hours
1,report: store out of good kind
0,devastating floods leave 23 dead in west virginia
0,obama's greatest oratory performance
1,grandmother palms grandson $10 like she fixing boxing match
1,bumper nilla crop spells profit for wafer growers
0,6 summer salads you'll actually crave
0,the black keys new album 'turn blue' is now available to stream in full
0,isis vs isil -- what's in a name?
1,national trust for historic preservation to pay for andy rooney's upkeep
1,list of names on gchat sidebar like a portal into area man's past lives
0,tomi lahren is suing glenn beck and theblaze
0,greg hardy unapologetically denies domestic abuse allegations
0,tourists describe scenes of horror in tunisian beach massacre
0,trump voters blink
0,photos from 'ahs' set may help explain all those creepy blond children
1,study: more couples delaying divorce until kids old enough to remember every painful detail
1,never-before-heard buzzword flying around office can't be good
1,man not certain what any of his coworkers' names are
0,psychologists push for smartphone warning labels
1,clinton receives 400
1,scavenger-hunt party 'not leaving without twine'
0,the republican obamacare dilemma in one 6-minute video
0,mass graves suggest systematic killing of rohingya in myanmar
1,final german u-boat surrenders to allied powers
0,private prison companies will still lock up immigrants
1,woman's head feared lost forever inside infinity scarf
1,fed-up brookstone body-massage chair now only entertaining serious buyers
1,trump asks entire senate to clear out of chamber so he can speak to comey alone
0,grateful dead lyricist
1,new report finds americans most interested in science when moon looks different than usual
1,'new york times' moves all content you won't give a shit about unless you make at least $200k a year into one convenient section
0,philippines president calls on civilians to kill drug addicts
0,woman perfectly breaks down why she's not 'just' a nurse
1,chicago police department to monitor all interactions with public using new bullet cams
0,amid the chattering of the global elite
0,at least 23 ethical issues are dogging epa administrator scott pruitt
0,won't ask
1,weird black dot actually part of bowl
0,vegas
0,people really like kanye's new song 'real friends' because it's really g.o.o.d.
0,20 suede pieces you'll want to wear all spring
1,fcc sentences artie lange to death
0,behold the title of 'american horror story' season 7
0,football-loving americans harassed for wearing turbans to nfl game
0,to your health
1,new job posting on craigslist clearly for secretary of the interior
0,seth meyers loses it over thanksgiving's proximity to christmas
0,15 ways the knicks can trade carmelo anthony
0,parents fight to save their two daughters after tragic diagnosis
0,the quiet practice where i found my voice
1,fcc assures nation their favorite verizon websites won't be affected by net neutrality repeal
0,everyone told me my second child would be so much harder than my first
1,report: it still nowhere near okay to act like donald trump
0,man reportedly unleashes trump-inspired anti-lgbtq rant at church
1,white sprinter finishes fifth
0,how i'm finding my voice with wendy davis
1,obama begins inauguration festivities with ceremonial drone flyover
1,lindsay wagner to star in anything offered her
1,democratic senator strides down corridors of powerlessness
0,here's how trump's rage campaign opened the door to the james comey firing
0,looking for happiness in all the wrong places
0,swarm of 100 drones dance to beethoven's 'symphony no. 5' in the night sky
1,fatal school bus crash cements bff status
1,no-makeup look easier to achieve than elle claims
0,the outfit that got this woman kicked out of her school's gym
1,bluetooth headset worn throughout date
1,breakroom tension at all-time high following mug dispute
1,depression symptom checklist speaking to area man as no poem ever could
1,parents formally announce transfer of expectations to second child
0,'saturday night live' celebrates halloween with spooktacular montage
1,steven spielberg: can his career be salvaged?
1,local laundromat employs social media coordinator
1,partygoer vows to fix keg
1,right to own handheld device that shoots deadly metal pellets at high speed worth all of this
1,oscar countdown 2002 begins
0,disaster movies are tame compared to what happened 3.3 billion years ago
0,washington d.c. officer shoots woman carrying knife
0,in your face: the hidden history of plastic surgery and why looks matter
0,a knicks' fan's open letter to santa
1,wolf blitzer decks boston man who hasn't been healed by red sox baseball
0,donald trump and america's blood sport of choice
0,time to end subsidies that are destroying forests
0,netflix to shut down planned louis c.k. comedy special
0,trump undercuts easy obamacare attack with dig about bill clinton's infidelities
1,narcissist mentally undresses self
0,we got the exclusive look at hillary's dnc speech notes
0,watch john kasich lead an awkward david bowie sing-along
1,pro governing: is it faked?
0,how a social media detox helped ed burns become more productive
1,outdoor movie guest excited to watch barely audible 'back to the future' while sitting on tree root
0,north korea claims it's planning to fire missiles near guam
1,gorillagram employee shot by white house security
0,how do i make my 4-month-old fall in love with reading?
0,15 weirdest things that people have left behind in an uber
0,arkansas executes first inmate in 12 years
1,meet the other baldwin brother
0,a sadder pride because of washington inaction
1,brad pitt stumbles across old cardboard box with gwyneth paltrow's head in attic
0,shonda rhimes on the motivation behind her weight loss journey
0,obama plans to tackle major education inequality
0,teaching
0,fashion-forward pigeon sports bread necklace in bold style choice
0,video relaunches investigation into death of man held by chicago police
0,whoopi goldberg says the oscars 'can't be that racist' because she won once
1,housefly tracks dog shit all over cucumber slice
1,hillary clinton opens new presidential library charting course of purely theoretical tenure as commander in chief
1,bounty
0,sherman alexie says artists under trump will be 'noise-canceling headphones'
1,visibly flu-stricken choir kid really dragging down whole christmas pageant
0,nbc news correspondent ayman mohyeldin returning to gaza
1,tim robbins tired of being typecast as relatively tall characters
0,sen. tom cotton thinks 'tough guy' trump is ready to resume waterboarding
1,leather-clad ted cruz greeting voters at reno-area fetish club
1,man's family rises to record-high fourth priority
0,mike ditka has not been paying attention to history
1,what mom would have wanted evolving over course of funeral planning
1,simple task of going to post office feels like weight of 10
1,report: some crazy shit probably happened to classmate being raised by grandmother
0,ivanka trump incorrectly names judaism as 1 of the 3 'largest world religions'
0,rescued lion has been obsessed with blankets since he was a baby
1,county fair judges blown away by heifer
0,the best toys to shop on prime day for kids of all ages
0,the sanders phenomenon
1,clinton staff readies emp launch to disable all nation's electronic devices
0,khloe kardashian joins 'waist gang'
0,next week's republican debate in utah canceled
0,a trove of 'lost and found' photos reveal one mystery couple's beautiful life
0,bear family pool party is the cutest backyard invasion ever
0,dustin hoffman accusers speak out about alleged abuse in joint nbc interview
0,another open letter to betsy devos from a public school teacher
0,6 tips to boost your career
0,video shows transphobic man preaching in target getting shut down by customer
0,#xmasgiftsfromtrump wish list will give trump a very un-merry christmas
0,ronda rousey eerily predicted how she would lose
1,police release haircut-progressed photo of missing woman
0,a brief (pun intended) history of lawyers in movies
0,gifs: the memphis grizzlies weathered this epic oklahoma city thunder storm
1,stomach sets aside synthetic additives until it has a few minutes to figure out how to digest them
0,russia denies it has compromising information on donald trump
0,what comics can offer to bible readers
0,breaking uniform
1,congress approves of $250 billion
0,7 fascinating but forgotten facts from world war i (new book)
1,taylor swift now dating watertown boat
1,rapture wreaks havoc on local book club
0,the key to setting achievable goals
0,the only shopping guide for cyber monday you need
0,donald trump says refugee crisis and threats to uk identity drove brexit
1,science fiction writer admits unstoppable killing machine based on mother
0,gunman kills at least two american advisers in kabul shooting
0,kris kobach defends using a private email for government business
1,10-year-old denies girl-liking allegations
1,stray dad found in lumber section of the home depot
1,office manager unveils new rule
0,charles darwin and the sunmine
0,another way companies make it harder for new mothers
1,sheets changed after every breakup
0,want to make meetings more productive? start walking
1,man overjoyed he no longer has to purchase entire day's worth of egg mcmuffins in morning
0,watch: stone brewing evacuates as wildfire approaches
0,military prosecutor: senate report on cia interrogation program is accurate
0,national park service studies historic lgbtq sites for possible recognition
0,safeguarding america's health system from sabotage
1,jonathan safran foer guesses it's time to give up on silly little dream of becoming good writer
0,skydiver luke aikins makes jump without a parachute
1,study: universe actually shrunk by about 19 inches last year
1,power-crazed orkin man burns house to ground
1,couple's fucked-up presex ritual involves tucking both kids into bed
0,will all senate republicans kowtow to trump and the far right?
0,viral photo captures incredible moment between police officer
1,google employees disappointed 15th anniversary party only has one solar-powered lego drag race reffed by david pogue
1,study: average american tries getting out of 10
1,rnc builds levee out of poor people to protect convention site
1,romney delivers stern warning to china
0,the inside story of how congress sent the stock market tumbling
1,voters shocked christie botched such an easy political cover-up
1,desperate dole promises best prom ever
0,a different kind of mom
0,uber halts self-driving car tests in california
0,from tiger mothers to fresh off the boat: eddie huang's mom is not every asian-american mom
0,donald trump thinks roger goodell is 'weak
0,trump says congress won't change libel laws
0,shirtless goofball in flag underwear invades field at world series
1,local moviegoer enjoying movie so far
0,why chinese parents don't say 'i love you'
0,americans say the white house is creating more problems than it solves
1,theater major has too long borne shakespeare teacher's blunt upbraidings
0,a lancet breakthrough: publishing about faith and health
1,area grasshopper kind of a thorax man himself
1,freemasons return to jupiter
1,banjo-wielding matt damon makes last-minute bid for best original song
0,after criticism
1,new teen trend 'walking wet and nude' couldn't have caught on at worse time
0,justin bieber interrupts performance to scold spanish audience
0,'mudbound' oscar nominations place netflix in big leagues
1,area man uses wtc attack as excuse to call ex-girlfriend
1,mccain gets hammered at local vfw
1,12-year-old's christmas list demonstrates heartbreaking awareness of family's financial predicament
0,kendrick lamar
1,slight inconvenience avoided
1,frustrated fcc unable to stop use of word 'friggin''
0,nbc to dramatize menendez brothers murders in 'law & order: true crime' spinoff
0,police assume truck was deliberately driven into berlin christmas market
1,area man cleans apartment once every relationship
0,after shooting
0,gop sen. jeff flake comes out and says it: 'my party might not deserve to lead'
0,dentist offers to buy back halloween candy
1,mta officials assure new yorkers that today's subway will run just as fucked up as normal
1,routine drunk-driving trip turns tragic for five local teens
1,grizzly bear sprained paw while mauling hunter
1,trump selects longtime personal plane to head faa
1,new antidepressant makes friends' problems seem worse
0,restaurant teaches former inmates to cook
0,5 entrepreneurial rules to live by
1,laser pointer aimed toward space in 1997 finally annoying planet 13 light-years away
1,man who skipped airport's moving walkway immediately realizes what an arrogant fool he's been
0,7 things you probably didn't know about christmas
0,paul beatty becomes first american to win man booker prize for fiction
0,your favorite female 'star wars' heroes finally get their own series
1,nation checks out cnn.com to see what their old pals the tsarnaevs and castros are up to
1,small town beginning to wonder what taking heroin epidemic so long to get there
0,new ted cruz super-pacs take in record haul
0,domestic abuse survivor gives young victims the support she wishes she had
0,dogs smell grandma's scent
0,smb's are changing the way they do business
1,president's american manufacturing council down to ceo of shoe carnival
1,world's physicists complete study of physics
0,how to really listen in a difficult conversation (6.2)
1,heroic turtle dials most of 911
0,what it's really like to have a miscarriage
0,businesses say anti-lgbt bills could cost texas billions
0,accused killer wanted 'army of people who'd do anything he asked'
1,avid fisherman forever ruins fishing for son
0,british public on the hunt for 'witches' marks' this halloween
1,nation relieved insufferable little 'game of thrones' fans don't have book to lord over them this season
0,the best volunteer programs do this
1,nasa completely forgot probe was returning today
1,3m introduces new line of protective foam eye plugs
0,michael b. jordan sets fire to first 'fahrenheit 451' trailer
1,astronomers predict giant asteroid will hit nation's theaters this summer
1,hero of the common man talks to plumber for entire time he's in house
0,social unity is most important
0,roe made abortions legal
1,hussein judge hoping for fair
1,savvy man registers 'sleepy romney' twitter account just in case candidate looks tired
0,dreamers face nightmare of trump's deportation force
1,third world disease eliminated with hot-air hand dryers
0,whoops! selfie snapper smashes sculpture days after exhibit opens
1,aspiring actor dreams of one day publicly voicing regret for working with woody allen
1,swiss unable to maintain neutrality toward delicious pastries
0,9 things all parents of college kids do but hate to admit
1,thousands of new orleans households still without political power
0,watch: underreported story -- reuniting families with remains of dead migrants
0,yahoo's newfront pulses to steve aoki's edm beat
1,look at it: it's goddamn beautiful
0,how to lose to the islamic state: obama administration considers deploying troops to iraq
0,eric's bogosian's operation nemesis: can a genocide ever truly be avenged?
1,antarctic observational comic running out of ideas
0,thousands protest in moscow against housing plan
1,new pixar employees required to watch adorable sexual harassment video
1,cosmopolitan releases 40-year compendium: 812
1,row of asterisks spices up otherwise ordinary e-mail
0,this tattoo shop is creating a safe and accepting space for queer bodies
1,sears gold card holder pushing weight around area sears
0,author jeff lindsay says goodbye to serial killer dexter with final novel
1,after-work drinks enter third excruciating minute
0,koch network spent nearly $400 million in 2015
0,those weren't nooses at university of delaware
1,man already has whole sentence lined up for later in conversation
1,area waitress has one hell of an ass on her
0,30 unbeleafably adorable gifts for plant lovers
0,cuomo makes surprise afghanistan trip
1,drummer's girlfriend thinks he should sing
0,nobody watched matthew mcconaughey's forgotten youtube channel until now
1,pope francis admits god really starting to look old
0,what has becoming a parent done to me?
0,video:  #icantbreathe poem on house floor
1,man somehow overcomes alcoholism without jesus
0,donald w. bush?
0,congressman calls trump 'an idiot' for using egypt mosque attack to promote border wall
0,luke bryan says confederate flag has become a 'symbol of racism'
1,rich first-grader buys whole sheet of gold stars
0,we ain't germans
0,kentucky governor echoes trump: 'all sides' to blame for charlottesville violence
0,how caitlyn jenner is helping me be a better me
1,new apple campaign urges consumers to buy iphone for other hand
1,woman dozing at coffee shop has that dave eggers sex dream again
1,manager of combination taco bell/kfc secretly considers it mostly a taco bell
1,could hillary clinton have what it takes to defeat the democrats in 2008?
0,wild tales:  outstanding black comedy at cannes
0,donald trump prefers violent football so more black players get hurt: espn analyst
0,black ribbon in the balsam
0,the buttermilk biscuit recipes you want and need
0,ai weiwei commemorates drowned refugees during berlin film festival
0,the restrictions journalists agreed to in order to attend the koch brothers' conference
1,7-year-old puts on uno face
0,'little boy' stands tall
0,jake tapper has one-word response to creepy kellyanne conway 'snl' sketch
0,poll shows support for birth control mandate on eve of court ruling
0,death row inmate loses fight over kosher food
0,jada pinkett smith and gabrielle union end feud after 17 years
0,huffpost rise: what you need to know on february 10
0,dear mr. president: a dispatch from bowling green
0,shinto priestess killed by brother during sword attack at tokyo shrine
0,journalists push back on correspondents' association's response to michelle wolf
0,nina dobrev addresses her rumored return to 'vampire diaries'
0,theresa may
1,child assured it will be long time before he dies
0,new year's eve prank leaves 4-year-old glued to mcdonald's toilet
0,prosecutors in tamir rice case bizarrely pointed toy gun at witness
0,what's wrong with this picture? for u.s. fight against isis
0,afi docs: where policy meets art
1,school bully not so tough since being molested
0,the real mothers of mother's day
0,dad shoots daughter while teaching her about gun safety
0,3 unexpected ways to help your kids be mindful about screen time
0,dee bogetti's gps guide for living in the moment
1,paul ryan confident american people will warm up to tax plan once they realize life a cruel and meaningless farce
1,war-torn
0,starving for a fantasy
1,bill clinton waiting until after primaries to endorse candidate
0,what you should do if you own a volkswagen that was just recalled
0,to read or not to read
0,hillary clinton loses lead over bernie sanders in new iowa poll
0,several women accuse progressive media executive don hazen of sexual harassment
0,success and still enjoying your 'happy place'
1,last 12 years a real wake-up call for area man
1,pollsters admit they underestimated voters' adrenal glands
0,lin-manuel miranda freestyles about life's most annoying minor inconveniences on 'ellen'
0,john lewis won't attend civil rights museum opening because trump is going
0,is trouble brewing for the 2015 npt review conference?
1,area man going to go ahead and consider that a date
1,4 senators mauled during congressional tiger show
0,huffpost hill - secret service agents really glad dark sunglasses hide bloodshot eyes
1,kite flyer in the zone
1,bacon just one of sprint's new downloadable ring scents
0,i photograph to remember
0,u.s. bobsled team pays tribute to late gold medalist steven holcomb
0,among santa fe's many virtues? history
0,power plan foes from mars
0,journalists who refuse to take the same non-answer for an answer
0,nukes and the global schism
1,weird relative at family reunion knows how everyone related to each other
0,trump threatens to veto spending bill over border wall funding
0,6 diy stress hacks using what's in your closet
0,the major concern with the phone call with taiwan
0,a weird and wonderful cabaret chronicle: karen mason revisits her roots at 'don't tell mama!'
0,why companies shouldn't hide the financial risks of climate change
0,the louvre gardens are teeming with rats
0,trump is #1 in the polls
0,boy george opens up about happiness
1,area woman decides not to post facebook status that would have tipped gun control debate
1,sprint
0,patrick stewart reads hilariously bad reviews of iconic tourist attractions
0,safeguarding the well-being of children
0,the public health threat of private anger
1,target 'dorm room essentials' aisle being browsed exclusively by 30-year-old men with studio apartments
1,suzanne somers named u.s. thighmaster general
0,just a friendly and wildly hot reminder that oscar isaac is playing hamlet
0,a new hbo documentary shows what it's really like inside a terror attack
0,watch: stories you won't believe from some of the world's dirtiest jobs
0,golf sensation jordan spieth loses masters after horrible meltdown; danny willett wins
0,first gay couple receives marriage license at jailed kentucky clerk's office
1,world's jews celebrate christmas with ceremonial re-murdering of christ
0,john mccain
0,father of trump tower climber also has an important message for you
1,that guy from that one show in rehab
0,sanders hits bill clinton on welfare reform
0,white nationalist calls trump's denouncement of hate groups 'kumbaya nonsense'
1,'old milwaukee book of world records' confirms title for most punches to shoulder
0,new details paint unsettling pictures of london attackers
0,don't ask me to 'get over' my history with breast cancer
0,being a facebook wallflower isn't good for you
1,woody harrelson spends two hours drawing marijuana leaf on binder
1,burger king franchise owner adds sad little personal touches to restaurant
1,verb to follow noun; prepositional phrase to follow
0,a valentine for my best friend: my life wouldn't be the same without you
0,the importance of being collaborative
1,russian officials scrambling as plan to delegitimize western democracy moving way faster than intended
1,obama sort of freaked out after not receiving single e-mail
0,adele tweets apology after stage rigging hits glasgow concertgoer
1,pastor talking to non-christian who just lost wife can smell blood
0,'religious freedom' clauses are point of contention as australia crafts marriage equality laws
0,voters are excited for november despite not really loving the likely nominees
